Epoch,Train Loss,Validation Loss,Train RMSE,Validation RMSE,Validation Pip Difference,Train Sharpe Ratio,Validation Sharpe Ratio,Train Profit Factor,Validation Profit Factor,Train Max Drawdown,Validation Max Drawdown,Train Directional Accuracy (%),Validation Directional Accuracy (%),Train MAPE,Validation MAPE,Train R²,Validation R²,Train MAE,Validation MAE,Train Alpha,Train Beta,Train Omega
10,0.0043696143112131,0.0218249783705468,0.0005088666221126,0.0012068131472915,10.364127159118652,-0.0045788902789354,-0.9411747455596924,0.9873261451721193,0.1123178303241729,2.4998841285705566,-0.0,26.8361581920904,32.075471698113205,0.0345876964274793,0.0979644479230046,0.9607165455818176,0.1620251536369323,0.0003653600870165,0.0010364127811044,0.011456915344745,0.9885420730286684,0.0019219185409433
11,0.0043688121055783,0.012021859340795,0.0005195386474952,0.0008933749049901,7.875745296478271,-0.0092974258586764,-0.3474978804588318,0.974210262298584,0.457365483045578,7.323352813720703,-0.0,27.5894538606403,29.81132075471698,0.0350051064742729,0.0744614808354526,0.9590516090393066,0.5407824516296387,0.0003697503125295,0.000787574565038,0.0091428373285822,0.9908561412164432,0.0014121089239498
12,0.0040520109104657,0.0099671181471654,0.000506229000166,0.0008154483512043,7.194585800170898,-0.0047912755981087,-0.2677696049213409,0.986876368522644,0.5465905666351318,1.957815170288086,-0.0,27.49529190207156,32.45283018867924,0.0347634486388415,0.0680321361869573,0.961122751235962,0.6174010038375854,0.0003672070160973,0.0007194585632532,0.0072298594522671,0.992769094592316,0.0010383628614979
13,0.0039531025744207,0.0121860940188136,0.0005053720087744,0.0009071405511349,8.14782428741455,0.0116791743785142,-0.119836114346981,1.0326920747756958,0.7660479545593262,2.078965425491333,4.375306606292725,26.64783427495292,32.83018867924528,0.0347428780514746,0.0770481536164879,0.9612542390823364,0.5265216827392578,0.0003669640864245,0.0008147825137712,0.0057189721826145,0.9942800204706777,0.0007641595435768
14,0.0036670292439704,0.0126351278135312,0.000490095524583,0.0009262898238375,7.96857213973999,0.0136875296011567,0.052694447338581,1.0383005142211914,1.1303081512451172,1.669875979423523,0.5811874270439148,27.49529190207156,31.69811320754717,0.0337976496666669,0.0753486237954348,0.9635612964630128,0.5063208937644958,0.0003569673281162,0.0007968571735545,0.0045504325528577,0.9954485626907026,0.0005628746066979
15,0.0036169704327817,0.0116046922897597,0.0004898418555967,0.0008890444296412,7.537876129150391,-0.0011728585232049,0.2426289767026901,0.9968084692955016,1.7704546451568604,4.679069995880127,648.7810668945312,28.06026365348399,32.83018867924528,0.0340259488439187,0.071284535806626,0.9635990262031556,0.5452237129211426,0.000359447178198,0.0007537876954302,0.0036272524883628,0.9963717087192124,0.0004154695504857
16,0.0032974465481214,0.0111794568618457,0.0004694705712608,0.0008736833697184,7.738842964172363,0.0152954421937465,-0.2657764852046966,1.043424129486084,0.550407350063324,1.3925092220306396,-0.0,28.15442561205273,32.45283018867924,0.0319876300636678,0.0731660751625895,0.9665637016296388,0.5608032941818237,0.0003378676192369,0.0007738842978142,0.0029501804912433,0.9970488147363276,0.0003065034137503
17,0.0041356919923314,0.0118815120778097,0.0005286310915835,0.0009015692048706,7.561364650726318,-0.0134946545585989,0.2283856272697448,0.9635403752326964,1.7228553295135498,3.4346044063568115,218.7900390625,26.17702448210923,34.71698113207547,0.0363654398825019,0.0714985304512083,0.95760577917099,0.5323196649551392,0.0003841515572275,0.0007561364327557,0.0025148163974523,0.9974842038450664,0.0002424918033796
1,0.0052184811245277,0.0054159829952347,0.0005857588839717,0.000599133723881,4.771876335144043,0.0519984029233455,-0.4233379960060119,1.1498513221740725,0.3427602350711822,22.387834548950195,5.210212707519531,26.08286252354049,35.471698113207545,0.0412942317780107,0.0452124280855059,0.9541637897491456,0.5389604568481445,0.0004363857442513,0.0004771876265294,0.0056490470731485,0.994349951578106,0.0007260712967008
2,0.0047483083544716,0.0069682711086111,0.0005609752843156,0.000684313068632,5.265590667724609,0.0421047993004322,-0.9042309522628784,1.1223479509353638,0.0685852915048599,0.4581718146800995,647.5429077148438,26.55367231638418,34.71698113207547,0.038730923552066,0.0498910434544086,0.9579604268074036,0.3985489010810852,0.0004093648167327,0.0005265590734779,0.004714204473307,0.9952848263204042,0.0005517336701459
3,0.0044981835491163,0.0073440342570584,0.0005476159858517,0.0007044115336611,5.426684379577637,-0.0059427968226373,-0.9083299040794371,0.9835543632507324,0.0679405480623245,298.6719970703125,71.8707046508789,26.64783427495292,34.71698113207547,0.0371343689039349,0.0514186802320182,0.9599388837814332,0.3627004623413086,0.0003925124474335,0.0005426684510894,0.0041112500279686,0.9958876990419676,0.0004450530945338
4,0.0047604046825139,0.0103348824286376,0.0005653545376844,0.0008386854315176,6.722440719604492,-0.0231412164866924,-1.0895215272903442,0.9359315633773804,0.0421377904713153,-0.0,112.3398208618164,26.55367231638418,36.22641509433962,0.0373888382455334,0.0636957352980971,0.9573014378547668,0.096581757068634,0.0003952178230974,0.0006722440593875,0.0036010466674158,0.9963979228756278,0.0003646103206251
5,0.0046097030281842,0.0102048489207209,0.0005574187380261,0.0008342279470525,6.751238822937012,-0.004081068560481,-0.7903977632522583,0.988727331161499,0.1323583126068115,3.269195556640625,111.27811431884766,24.858757062146893,35.84905660377358,0.037967789103277,0.0639690144453197,0.9584917426109314,0.1061592698097229,0.0004013294528704,0.0006751238834112,0.0031447319735738,0.9968542613068058,0.0003004527696715
6,0.0052981289785062,0.0083039136669888,0.0005991045036353,0.000752335996367,6.052425861358643,-0.0486593283712863,-0.366925835609436,0.8709854483604431,0.4003776311874389,-0.0,5.397654533386231,27.77777777777778,36.9811320754717,0.0399482407374307,0.0573569152038544,0.9520513415336608,0.2730336189270019,0.0004222666611894,0.0006052426178939,0.0028517987061754,0.9971472125286666,0.0002594893382729
1,0.0051234520252447,0.0135792791511346,0.0005832273745909,0.000959898752626,8.140237808227539,0.0009454516111873,1.5610769987106323,1.0025297403335571,282.50054931640625,0.9628689885139464,0.6938775777816772,28.06026365348399,33.58490566037736,0.0412808643886819,0.0773381034377962,0.9281643033027648,-0.6515324115753174,0.0004364918277133,0.0008140237769111,0.0048592784577807,0.9951397476617952,0.0005634274337658
2,0.0071976512988879,0.014627902524288,0.0006958168232813,0.0009974623098969,8.34652328491211,-0.1209817677736282,1.5179144144058228,0.6957685947418213,980.2528686523438,-0.0,0.0575625263154506,29.37853107344633,32.45283018867924,0.0440353527665138,0.0793003069702535,0.8977521061897278,-0.7833198308944702,0.0004658242687582,0.0008346523391082,0.0044162928754059,0.9955826771225664,0.0004903236870872
3,0.0060777444843812,0.0148906701687973,0.0006391422939486,0.0010070780990645,8.293946266174316,-0.1110456511378288,1.4486299753189087,0.7105206251144409,2728.62548828125,-0.0,0.0075035188347101,26.08286252354049,33.9622641509434,0.0394035741919651,0.0788030331023037,0.9137300252914428,-0.8178689479827881,0.0004168199375271,0.0008293946157209,0.0041251768045274,0.9958737714046144,0.0004363620215356
4,0.0071527578259392,0.0107978215844075,0.0006950733950361,0.0008565382449887,6.538540363311768,-0.1505801230669021,1.1033586263656616,0.6314379572868347,67.13253021240234,-0.0,0.0884950011968612,26.17702448210923,33.58490566037736,0.043304861173965,0.0621298735495656,0.8979704976081848,-0.3150122165679931,0.0004581308458,0.0006538539892062,0.0039467250986107,0.9960522307950376,0.0004009440258607
5,0.0049856336269429,0.0101700214384853,0.0005785708199255,0.0008312984136864,6.293954849243164,-0.131330594420433,1.061092972755432,0.6892142295837402,50.54569625854492,-0.0,0.0950375497341156,26.55367231638418,33.58490566037736,0.0387117586797103,0.0598060491029173,0.9293068051338196,-0.2386544942855835,0.0004094799805898,0.0006293954793363,0.0038151253301296,0.996183836392827,0.000378948903243
6,0.0042263583719865,0.0095333379802578,0.0005320328637026,0.0008048692834563,6.055074214935303,-0.112234927713871,1.0291998386383057,0.7263776659965515,41.86927795410156,-0.0,0.1061781272292137,26.17702448210923,32.83018867924528,0.0353956740582361,0.0575364392716437,0.9402219653129578,-0.1611462831497192,0.0003743971174117,0.0006055074627511,0.0036913287365477,0.9963076378193422,0.0003578322978179
7,0.0038798590400458,0.0103227246703531,0.0005096002714708,0.0008381637744605,6.41600513458252,-0.0774529501795768,1.1316430568695068,0.8062573671340942,93.88024139404295,-0.0,5.273637294769287,29.09604519774011,33.58490566037736,0.0346881832228973,0.0609650451224297,0.9451566934585572,-0.2591979503631592,0.0003668794233817,0.0006416005198843,0.0035709906032138,0.996427983073614,0.0003378439803282
8,0.0037700979688693,0.0088225922634701,0.0005024560960009,0.0007743847672827,5.794297218322754,-0.0838426277041435,1.005062222480774,0.7953894138336182,37.024879455566406,-0.0,0.1042992398142814,28.436911487758948,33.58490566037736,0.0348267320077866,0.0550588883925229,0.9466835856437684,-0.0748548507690429,0.0003683599643409,0.0005794297321699,0.0034865890366751,0.9965123880167448,0.0003235379908245
9,0.0035187577424405,0.0090920753705142,0.0004851459525525,0.0007863924256525,5.900501728057861,-0.0630894303321838,1.034798502922058,0.8420179486274719,47.050071716308594,-0.0,0.0701575875282287,26.93032015065913,33.58490566037736,0.0336751749273389,0.0560680811759084,0.9502939581871032,-0.1084468364715576,0.0003561660705599,0.0005900501273572,0.0034215860820076,0.9965773947600026,0.0003143853842178
10,0.0031626162536793,0.009023555389619,0.0004594494239427,0.0007835319847799,5.869363784790039,-0.0494788996875286,1.0352787971496582,0.8755863308906555,49.21556091308594,-0.0,0.0663136020302772,26.64783427495292,33.58490566037736,0.0323649175697937,0.0557724444661289,0.9554200172424316,-0.1003978252410888,0.0003422911395318,0.0005869363667443,0.0033591083968925,0.99663987624006,0.0003054035324128
11,0.0032711121489908,0.0092005800833884,0.0004677105753216,0.0007913894369266,5.967083930969238,-0.0583436600863933,1.073166012763977,0.854272186756134,66.338134765625,-0.0,6.363022804260254,25.80037664783428,33.20754716981132,0.0327743124216795,0.0567006471101194,0.9538024663925172,-0.1225786209106445,0.0003466283087618,0.0005967083852738,0.0032966546418613,0.9967023322633832,0.000296659563764
12,0.0029750897631558,0.0086366284359202,0.0004455417220015,0.0007665763841941,5.712921142578125,-0.0622174777090549,1.012799859046936,0.8445628881454468,43.27801132202149,-0.0,0.0747790932655334,27.30696798493409,33.20754716981132,0.03104456118308,0.0542862864676862,0.9580780863761902,-0.0532879829406738,0.0003283224650658,0.0005712921265512,0.003257367545511,0.996741620415466,0.0002902892587079
13,0.0028551549718888,0.0085728743496631,0.0004362751205917,0.0007637825328856,5.679730415344238,-0.0250974521040916,1.0026559829711914,0.9348005056381226,40.7911376953125,-0.0,0.0765387862920761,28.436911487758948,33.20754716981132,0.0307141541270539,0.0539711443707346,0.9598037600517272,-0.0456243753433227,0.0003248218854423,0.0005679731257259,0.0032277630165881,0.9967712286723076,0.0002862558232402
14,0.0030868747653602,0.0088062141525493,0.0004542950773611,0.0007742700981907,5.783927440643311,-0.0717653557658195,1.0344830751419067,0.8218940496444702,52.30447769165039,-0.0,2.934370756149292,26.93032015065913,33.20754716981132,0.0314542063279077,0.054961018031463,0.9564146399497986,-0.0745365619659423,0.0003326458390802,0.0005783927044831,0.0031980623032018,0.996800932251723,0.0002822661891742
15,0.0031154790706623,0.0086280492254363,0.0004565367125906,0.000766385521274,5.705347537994385,-0.0450010187923908,1.0182018280029297,0.885456383228302,47.03871536254883,-0.0,4.008771896362305,26.55367231638418,33.9622641509434,0.0319433893309906,0.0542146153748035,0.9559834599494934,-0.0527635812759399,0.0003378347610123,0.0005705347866751,0.003167712313639,0.9968312825667668,0.000278314413004
16,0.0029695489054537,0.0084217251316481,0.0004454950394574,0.0007571103633381,5.612762451171875,-0.0465947575867176,0.994337797164917,0.8792814016342163,39.90854263305664,-0.0,8.04966926574707,28.06026365348399,33.9622641509434,0.0305205467157065,0.0533351150806993,0.9580868482589722,-0.0274356603622436,0.000322794978274,0.0005612763343378,0.0031486360142874,0.9968503580156184,0.0002753735179734
17,0.0030308922207472,0.0081718810006282,0.0004502457450143,0.0007457143510691,5.508338451385498,-0.069535918533802,0.9707797169685364,0.8246685266494751,34.0744514465332,-0.0,0.0862644612789154,27.49529190207156,33.9622641509434,0.030731814331375,0.0523429771419614,0.9571881890296936,0.0032614469528198,0.0003250390000175,0.00055083387997,0.0031340909922041,0.9968649037918278,0.0002734501631374
18,0.0030090232399488,0.0082839285701596,0.0004486058314796,0.0007508904091082,5.558939933776856,-0.0603602640330791,0.9876065254211426,0.847148060798645,38.347957611083984,-0.0,19.800796508789062,26.365348399246702,34.33962264150943,0.0308815913740545,0.0528237142134457,0.9574994444847108,-0.0106234550476074,0.0003266307758167,0.0005558939883485,0.0031195458873268,0.9968794515305606,0.0002715420615285
19,0.0029242470709719,0.0080737004798556,0.000442119751824,0.0007412365521304,5.473606586456299,-0.0506222434341907,0.9687591195106506,0.8737967610359192,33.632904052734375,-0.0,0.0891367346048355,24.858757062146893,34.33962264150943,0.0313824391923844,0.0520128873176872,0.9587195515632628,0.0151956677436828,0.0003318772069178,0.0005473606288433,0.003105126537938,0.9968938692941602,0.0002696360576405
20,0.0028496001114933,0.0076514751078382,0.0004363066691439,0.0007214109064079,5.293573379516602,-0.1068692952394485,0.9217054843902588,0.7498319149017334,25.185283660888672,-0.0,0.1281783133745193,27.30696798493409,34.33962264150943,0.0306656234897673,0.0503023096825927,0.9597979187965392,0.0671718716621398,0.0003242972597945,0.0005293573485687,0.0030958619773009,0.9969031336951232,0.000268275487982
21,0.0030856486359319,0.0077058829842723,0.0004545577976386,0.0007240037666633,5.317464351654053,-0.0497675202786922,0.9308570623397828,0.8723313808441162,26.661102294921875,-0.0,0.1202737465500831,26.45951035781544,34.33962264150943,0.0313315569655969,0.0505293312016874,0.9563642144203186,0.060454249382019,0.0003313572960905,0.0005317464820109,0.0030896177341038,0.9969093869120472,0.0002674632580626
22,0.0026833199199493,0.0076571961121259,0.0004230640188325,0.0007217059028334,5.297884941101074,-0.0813263282179832,0.9276039600372314,0.8047782182693481,26.18407821655273,-0.0,0.1234422549605369,25.42372881355932,34.33962264150943,0.0299768842523917,0.0503432704135775,0.9622012972831726,0.0664086937904357,0.0003170307609252,0.0005297884927131,0.0030839144202301,0.9969150898934308,0.000266655435498
23,0.0030061039805292,0.0076027616180778,0.0004485669487621,0.0007191263139247,5.274289608001709,-0.0605603270232677,0.9224957823753356,0.8490515351295471,25.4868221282959,-0.0,0.1267965137958526,27.966101694915253,34.33962264150943,0.0314074481138959,0.0501190894283354,0.9575068354606628,0.0730706453323364,0.000332155090291,0.0005274289287626,0.0030777169687643,0.996921277057418,0.0002658466855534
24,0.002934213461637,0.0076638587473789,0.0004429969703778,0.0007220424013212,5.300022602081299,-0.0390815772116184,0.9307019114494324,0.8982096910476685,26.833816528320312,173.85833740234375,0.1178622096776962,28.436911487758948,34.33962264150943,0.0305032124742865,0.0503636081703007,0.9585555791854858,0.0655378699302673,0.0003226110711693,0.0005300022894516,0.003073047696957,0.9969259526296708,0.0002651737202554
25,0.0029687940102514,0.0075280862654466,0.0004456872993614,0.0007155612693168,5.24150276184082,-0.0905972346663475,0.9139794111251832,0.7803952693939209,24.321462631225582,-0.0,0.1311800479888916,27.21280602636535,34.33962264150943,0.0308254704577848,0.0498075678478926,0.9580506682395936,0.0822383165359497,0.000326020468492,0.0005241502658464,0.0030688615312128,0.9969301422810846,0.0002646366931451
26,0.0030136801855036,0.0075837964811528,0.0004491745203267,0.0007182408007793,5.2655415534973145,-0.0647710710763931,0.9221873879432678,0.8384308218955994,25.567258834838867,-0.0,0.1228455677628517,26.55367231638418,34.33962264150943,0.0312373274937272,0.0500359863508492,0.957391619682312,0.0753520131111145,0.0003303511475678,0.0005265541258268,0.0030649132292405,0.9969340925606937,0.0002641007534448
27,0.0028299924278891,0.0076423716699694,0.0004349023511167,0.0007210482726804,5.290342330932617,-0.0322198942303657,0.9303301572799684,0.9171027541160583,26.91899681091309,-0.0,0.1151496395468711,28.15442561205273,34.33962264150943,0.0306267291307449,0.0502716575283557,0.9600563049316406,0.068109393119812,0.0003238888457417,0.000529034237843,0.0030610450472935,0.9969379473495124,0.0002635658988821
28,0.0028732803867233,0.0075671879355119,0.0004382808692753,0.0007174597121775,5.258307933807373,-0.1008360162377357,0.9212064146995544,0.7574257254600525,25.473297119140625,-0.0,0.1233111023902893,27.11864406779661,34.33962264150943,0.0301210180623456,0.049967278027907,0.9594333171844482,0.077362060546875,0.0003185691602993,0.0005258308374322,0.0030584860849785,0.9969405253204892,0.0002631653092695
29,0.0031129733346262,0.0075059809925897,0.0004567150026559,0.0007145256968215,5.232086658477783,-0.0629438757896423,0.9140447974205016,0.84418785572052,24.436782836914062,-0.0,0.1296416223049163,25.80037664783428,34.33962264150943,0.032108963932842,0.049718125956133,0.955949068069458,0.0848928689956665,0.0003395815147086,0.0005232086987234,0.0030565920902673,0.996942408558118,0.0002628986945545
30,0.0028231813015144,0.0075153365633971,0.000434375484474,0.0007149809389375,5.236833095550537,-0.0694549828767776,0.9161642789840698,0.8267030715942383,24.73573303222656,-0.0,0.128652349114418,26.8361581920904,34.33962264150943,0.0299980427371338,0.0497632136102765,0.9601530432701112,0.0837264060974121,0.0003172494471073,0.0005236832657828,0.0030547833766241,0.9969442145283898,0.0002626323500698
31,0.0030293779202961,0.0074751677281909,0.0004504030803218,0.0007130561280064,5.219968795776367,-0.0493378192186355,0.9117674827575684,0.8746524453163147,24.1130428314209,-0.0,0.1332307308912277,27.87193973634652,34.33962264150943,0.0313857541186735,0.0496029679197818,0.9571582674980164,0.0886532664299011,0.0003319389943499,0.0005219968734309,0.003052899984578,0.9969461033171568,0.0002623662729405
32,0.002970240531995,0.0074818228435229,0.000445874989964,0.0007133753388188,5.22289514541626,-0.0421455055475235,0.9128566384315492,0.8920891880989075,24.270414352416992,-0.0,0.1319617182016372,27.024482109227872,34.33962264150943,0.031128354021348,0.0496307737194001,0.9580153226852416,0.0878370404243469,0.0003291968314442,0.0005222894833423,0.0030517166444062,0.99694728655066,0.0002621483774901
33,0.0026874202805992,0.0074790740279575,0.0004235009837429,0.000713248969987,5.221855640411377,-0.0800075978040695,0.9128504991531372,0.8025046586990356,24.27579689025879,169.4501495361328,0.1319517642259597,27.30696798493409,34.33962264150943,0.0291497533908113,0.0496209017001092,0.9621232151985168,0.0881600975990295,0.0003082617768086,0.0005221855244599,0.003050879096947,0.9969480938767892,0.0002619333699994
34,0.0027723919720592,0.0074691187846496,0.0004303447494748,0.000712769688107,5.217580318450928,-0.0625778883695602,0.911941409111023,0.8419640064239502,24.15959358215332,-0.0,0.132707267999649,26.45951035781544,34.33962264150943,0.0296206591883674,0.0495802727527916,0.9608891010284424,0.0893852114677429,0.0003132664132863,0.0005217579891905,0.0030500193749425,0.9969489679287205,0.0002617247422983
35,0.0030034968560155,0.0074610945535768,0.0004484415112528,0.0007123846444301,5.21412467956543,-0.0615319274365901,0.9110995531082152,0.8464017510414124,24.048742294311523,-0.0,0.1334141045808792,28.24858757062147,34.33962264150943,0.031305756419897,0.0495474436320364,0.9575306177139282,0.0903687477111816,0.0003310744650661,0.0005214124685153,0.0030491225399963,0.9969498825768536,0.0002615196697546
36,0.0028456997643515,0.0074642810338028,0.0004361688625067,0.0007125384290702,5.215487003326416,-0.0126123409718275,0.9116089344024658,0.9671574831008912,24.12398338317871,1217.53125,0.1329235136508941,26.741996233521657,34.33962264150943,0.0311534764477983,0.0495603948365896,0.9598233103752136,0.0899761319160461,0.000329472037265,0.0005215487326495,0.0030486782305713,0.9969503499938986,0.0002613963733892
37,0.0029953021682232,0.0074612019906952,0.0004478112387005,0.0007123879040591,5.214120388031006,-0.1013702377676963,0.911320984363556,0.7561705708503723,24.08869171142578,-0.0,0.1331786960363388,27.11864406779661,34.33962264150943,0.0307569542201235,0.0495474028866738,0.9576498866081238,0.090360403060913,0.0003252864989917,0.000521412002854,0.0030483920227907,0.9969506052341084,0.0002613963733892
38,0.0027535470458873,0.007466233136003,0.0004288666241336,0.0007126366253942,5.216383457183838,-0.0390481799840927,0.912014663219452,0.9003672003746033,24.184844970703125,195.92141723632807,0.1324343383312225,26.27118644067797,34.33962264150943,0.0301824155030772,0.0495689047966152,0.9611573219299316,0.0897250771522522,0.0003191738505847,0.0005216383142396,0.0030481834485881,0.9969508357465212,0.0002613963733892
39,0.0027156551555738,0.0074463811627476,0.0004257784748915,0.0007116785272955,5.207855224609375,-0.0855100601911544,0.9096173048019408,0.7931317090988159,23.854347229003903,-0.0,0.1345184743404388,27.966101694915253,34.33962264150943,0.029733998235315,0.0494878739118576,0.9617146849632264,0.0921710729598999,0.0003144395595882,0.0005207855137996,0.0030478924613179,0.9969511158266724,0.0002613963733892
